Date_x,month_year,OMR_bin,Sac.cfs,SJR.cfs,Sub.group
12/1/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/2/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/3/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/4/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/5/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/6/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/7/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/8/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/9/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/10/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/11/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/12/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/13/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/14/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/15/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/16/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/17/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/18/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/19/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/20/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/21/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/22/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/23/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/24/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/25/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/26/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/27/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/28/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/29/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/30/1921,1921-12,-5000,19726.72763,4421.145354,medhi
12/31/1921,1921-12,-5000,19726.72763,4421.145354,medhi
1/1/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/2/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/3/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/4/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/5/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/6/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/7/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/8/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/9/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/10/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/11/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/12/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/13/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/14/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/15/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/16/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/17/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/18/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/19/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/20/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/21/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/22/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/23/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/24/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/25/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/26/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/27/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/28/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/29/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/30/1922,1922-01,-5000,20420.6101,3336.381512,medmed
1/31/1922,1922-01,-5000,20420.6101,3336.381512,medmed
2/1/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/2/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/3/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/4/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/5/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/6/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/7/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/8/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/9/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/10/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/11/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/12/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/13/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/14/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/15/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/16/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/17/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/18/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/19/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/20/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/21/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/22/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/23/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/24/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/25/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/26/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/27/1922,1922-02,-5000,45476.84778,10707.17882,hihi
2/28/1922,1922-02,-5000,45476.84778,10707.17882,hihi
3/1/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/2/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/3/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/4/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/5/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/6/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/7/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/8/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/9/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/10/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/11/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/12/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/13/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/14/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/15/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/16/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/17/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/18/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/19/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/20/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/21/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/22/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/23/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/24/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/25/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/26/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/27/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/28/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/29/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/30/1922,1922-03,-3500,40731.18486,8029.722301,hihi
3/31/1922,1922-03,-3500,40731.18486,8029.722301,hihi
4/1/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/2/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/3/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/4/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/5/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/6/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/7/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/8/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/9/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/10/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/11/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/12/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/13/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/14/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/15/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/16/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/17/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/18/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/19/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/20/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/21/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/22/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/23/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/24/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/25/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/26/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/27/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/28/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/29/1922,1922-04,-3500,33532.25079,8983.879513,hihi
4/30/1922,1922-04,-3500,33532.25079,8983.879513,hihi
5/1/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/2/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/3/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/4/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/5/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/6/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/7/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/8/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/9/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/10/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/11/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/12/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/13/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/14/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/15/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/16/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/17/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/18/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/19/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/20/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/21/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/22/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/23/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/24/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/25/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/26/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/27/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/28/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/29/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/30/1922,1922-05,-3500,33098.59433,6925.535141,hihi
5/31/1922,1922-05,-3500,33098.59433,6925.535141,hihi
6/1/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/2/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/3/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/4/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/5/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/6/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/7/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/8/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/9/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/10/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/11/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/12/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/13/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/14/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/15/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/16/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/17/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/18/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/19/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/20/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/21/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/22/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/23/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/24/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/25/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/26/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/27/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/28/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/29/1922,1922-06,99999,11717.14461,6125.780536,lohi
6/30/1922,1922-06,99999,11717.14461,6125.780536,lohi
12/1/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/2/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/3/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/4/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/5/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/6/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/7/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/8/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/9/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/10/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/11/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/12/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/13/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/14/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/15/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/16/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/17/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/18/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/19/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/20/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/21/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/22/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/23/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/24/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/25/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/26/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/27/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/28/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/29/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/30/1922,1922-12,-5000,38912.89691,3563.76264,himed
12/31/1922,1922-12,-5000,38912.89691,3563.76264,himed
1/1/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/2/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/3/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/4/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/5/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/6/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/7/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/8/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/9/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/10/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/11/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/12/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/13/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/14/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/15/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/16/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/17/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/18/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/19/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/20/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/21/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/22/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/23/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/24/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/25/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/26/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/27/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/28/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/29/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/30/1923,1923-01,-5000,30526.97428,4747.08586,hihi
1/31/1923,1923-01,-5000,30526.97428,4747.08586,hihi
2/1/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/2/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/3/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/4/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/5/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/6/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/7/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/8/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/9/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/10/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/11/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/12/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/13/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/14/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/15/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/16/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/17/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/18/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/19/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/20/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/21/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/22/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/23/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/24/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/25/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/26/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/27/1923,1923-02,-5000,18783.40971,5426.755459,medhi
2/28/1923,1923-02,-5000,18783.40971,5426.755459,medhi
3/1/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/2/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/3/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/4/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/5/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/6/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/7/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/8/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/9/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/10/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/11/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/12/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/13/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/14/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/15/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/16/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/17/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/18/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/19/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/20/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/21/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/22/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/23/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/24/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/25/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/26/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/27/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/28/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/29/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/30/1923,1923-03,99999,13187.3378,4446.205859,lohi
3/31/1923,1923-03,99999,13187.3378,4446.205859,lohi
4/1/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/2/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/3/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/4/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/5/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/6/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/7/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/8/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/9/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/10/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/11/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/12/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/13/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/14/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/15/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/16/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/17/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/18/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/19/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/20/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/21/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/22/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/23/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/24/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/25/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/26/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/27/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/28/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/29/1923,1923-04,-2000,22311.51925,6271.965385,medhi
4/30/1923,1923-04,-2000,22311.51925,6271.965385,medhi
5/1/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/2/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/3/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/4/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/5/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/6/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/7/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/8/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/9/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/10/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/11/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/12/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/13/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/14/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/15/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/16/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/17/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/18/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/19/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/20/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/21/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/22/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/23/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/24/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/25/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/26/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/27/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/28/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/29/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/30/1923,1923-05,-3500,15612.86696,3631.506136,medmed
5/31/1923,1923-05,-3500,15612.86696,3631.506136,medmed
6/1/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/2/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/3/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/4/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/5/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/6/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/7/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/8/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/9/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/10/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/11/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/12/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/13/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/14/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/15/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/16/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/17/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/18/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/19/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/20/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/21/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/22/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/23/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/24/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/25/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/26/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/27/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/28/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/29/1923,1923-06,-5000,11410.66968,2222.41367,lomed
6/30/1923,1923-06,-5000,11410.66968,2222.41367,lomed
12/1/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/2/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/3/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/4/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/5/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/6/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/7/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/8/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/9/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/10/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/11/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/12/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/13/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/14/1923,1923-12,99999,9901.841693,1431.841775,lolo
12/15/1923,1923-12,99999,9901.841693,1431.841775,lolo
