OMR_Flow,channel_id,channel_number,node,Alt,length,upnode,downnode,group,overlap
<-5500,381,401,319,NAA,25700,319,321,lomed,-1
<-5500,381,401,319,NAA,25700,319,321,lohi,-1
<-5500,381,401,319,NAA,25700,319,321,medlo,0.9999999999999992
<-5500,381,401,319,NAA,25700,319,321,medmed,1.0000000000000002
<-5500,381,401,319,NAA,25700,319,321,medhi,0.998655913978584
<-5500,381,401,319,NAA,25700,319,321,hilo,1
<-5500,381,401,319,NAA,25700,319,321,himed,0.9999999999999996
<-5500,381,401,319,NAA,25700,319,321,hihi,0.9999999999999992
<-5500,382,402,320,NAA,14600,320,321,lolo,0.9999999999999998
<-5500,382,402,320,NAA,14600,320,321,lomed,-1
<-5500,382,402,320,NAA,14600,320,321,lohi,-1
<-5500,382,402,320,NAA,14600,320,321,medlo,0.9999999999999988
<-5500,382,402,320,NAA,14600,320,321,medmed,1.0000000000000002
<-5500,382,402,320,NAA,14600,320,321,medhi,1.0000000000000675
<-5500,382,402,320,NAA,14600,320,321,hilo,1
<-5500,382,402,320,NAA,14600,320,321,himed,1
<-5500,382,402,320,NAA,14600,320,321,hihi,0.9999999999999964
<-5500,383,403,321,NAA,6200,321,322,lolo,0.993194961975039
<-5500,383,403,321,NAA,6200,321,322,lomed,-1
<-5500,383,403,321,NAA,6200,321,322,lohi,-1
<-5500,383,403,321,NAA,6200,321,322,medlo,0.9926884585044476
<-5500,383,403,321,NAA,6200,321,322,medmed,0.9926774418931176
<-5500,383,403,321,NAA,6200,321,322,medhi,0.994213108998206
<-5500,383,403,321,NAA,6200,321,322,hilo,0.9947411881525104
<-5500,383,403,321,NAA,6200,321,322,himed,0.993724655832104
<-5500,383,403,321,NAA,6200,321,322,hihi,0.989827172827353
<-5500,384,404,322,NAA,2600,322,323,lolo,0.9948237674598804
<-5500,384,404,322,NAA,2600,322,323,lomed,-1
<-5500,384,404,322,NAA,2600,322,323,lohi,-1
<-5500,384,404,322,NAA,2600,322,323,medlo,0.9942526216707074
<-5500,384,404,322,NAA,2600,322,323,medmed,0.9941456088212725
<-5500,384,404,322,NAA,2600,322,323,medhi,0.9945457167986024
<-5500,384,404,322,NAA,2600,322,323,hilo,0.994112490627888
<-5500,384,404,322,NAA,2600,322,323,himed,0.9927723289253404
<-5500,384,404,322,NAA,2600,322,323,hihi,0.9884264045407952
<-5500,385,405,323,NAA,4000,323,316,lolo,0.994892419212537
<-5500,385,405,323,NAA,4000,323,316,lomed,-1
<-5500,385,405,323,NAA,4000,323,316,lohi,-1
<-5500,385,405,323,NAA,4000,323,316,medlo,0.9943478556260152
<-5500,385,405,323,NAA,4000,323,316,medmed,0.9942499539243876
<-5500,385,405,323,NAA,4000,323,316,medhi,0.9946797983978268
<-5500,385,405,323,NAA,4000,323,316,hilo,0.9942068392473166
<-5500,385,405,323,NAA,4000,323,316,himed,0.9929076860681588
<-5500,385,405,323,NAA,4000,323,316,hihi,0.9886349906976204
<-5500,386,406,273,NAA,8900,273,324,lolo,0.999999999999998
<-5500,386,406,273,NAA,8900,273,324,lomed,-1
<-5500,386,406,273,NAA,8900,273,324,lohi,-1
<-5500,386,406,273,NAA,8900,273,324,medlo,0.9999999747929272
<-5500,386,406,273,NAA,8900,273,324,medmed,0.999999995609434
<-5500,386,406,273,NAA,8900,273,324,medhi,0.9999999359097714
<-5500,386,406,273,NAA,8900,273,324,hilo,0.9999999997272958
<-5500,386,406,273,NAA,8900,273,324,himed,0.9999999999999996
<-5500,386,406,273,NAA,8900,273,324,hihi,0.9999999999999992
<-5500,387,407,324,NAA,7700,324,325,lolo,0.9936592406395208
<-5500,387,407,324,NAA,7700,324,325,lomed,-1
<-5500,387,407,324,NAA,7700,324,325,lohi,-1
<-5500,387,407,324,NAA,7700,324,325,medlo,0.9932962522338784
<-5500,387,407,324,NAA,7700,324,325,medmed,0.9932526807128956
<-5500,387,407,324,NAA,7700,324,325,medhi,0.994879693446054
<-5500,387,407,324,NAA,7700,324,325,hilo,0.9959547842343196
<-5500,387,407,324,NAA,7700,324,325,himed,0.9948851026700548
<-5500,387,407,324,NAA,7700,324,325,hihi,0.9919929164041332
<-5500,388,408,325,NAA,7500,325,326,lolo,0.9928161941822208
<-5500,388,408,325,NAA,7500,325,326,lomed,-1
<-5500,388,408,325,NAA,7500,325,326,lohi,-1
<-5500,388,408,325,NAA,7500,325,326,medlo,0.9923841872650124
<-5500,388,408,325,NAA,7500,325,326,medmed,0.9923865900399962
<-5500,388,408,325,NAA,7500,325,326,medhi,0.9940117854532264
<-5500,388,408,325,NAA,7500,325,326,hilo,0.9951974435170036
<-5500,388,408,325,NAA,7500,325,326,himed,0.9941705538611942
<-5500,388,408,325,NAA,7500,325,326,hihi,0.9910304333621492
<-5500,389,409,326,NAA,14100,326,322,lolo,0.992865716695302
<-5500,389,409,326,NAA,14100,326,322,lomed,-1
<-5500,389,409,326,NAA,14100,326,322,lohi,-1
<-5500,389,409,326,NAA,14100,326,322,medlo,0.992389270506409
<-5500,389,409,326,NAA,14100,326,322,medmed,0.9923788658250948
<-5500,389,409,326,NAA,14100,326,322,medhi,0.9939655926983548
<-5500,389,409,326,NAA,14100,326,322,hilo,0.995024663339659
<-5500,389,409,326,NAA,14100,326,322,himed,0.993995234475456
<-5500,389,409,326,NAA,14100,326,322,hihi,0.990566372591195
<-5500,390,410,330,NAA,14047,330,331,lolo,0.9984207322307485
<-5500,390,410,330,NAA,14047,330,331,lomed,-1
<-5500,390,410,330,NAA,14047,330,331,lohi,-1
<-5500,390,410,330,NAA,14047,330,331,medlo,0.9991296346124828
<-5500,390,410,330,NAA,14047,330,331,medmed,0.9992134132730972
<-5500,390,410,330,NAA,14047,330,331,medhi,0.9987132458314074
<-5500,390,410,330,NAA,14047,330,331,hilo,0.9997347663724432
<-5500,390,410,330,NAA,14047,330,331,himed,0.9997951915586444
<-5500,390,410,330,NAA,14047,330,331,hihi,0.999883425041879
<-5500,391,411,331,NAA,18620,331,332,lolo,0.9981801853385082
<-5500,391,411,331,NAA,18620,331,332,lomed,-1
<-5500,391,411,331,NAA,18620,331,332,lohi,-1
<-5500,391,411,331,NAA,18620,331,332,medlo,0.999110205812484
<-5500,391,411,331,NAA,18620,331,332,medmed,0.9989980948764804
<-5500,391,411,331,NAA,18620,331,332,medhi,0.9983818528677836
<-5500,391,411,331,NAA,18620,331,332,hilo,0.9997277030727868
<-5500,391,411,331,NAA,18620,331,332,himed,0.9998094411945392
<-5500,391,411,331,NAA,18620,331,332,hihi,0.9998854854282828
<-5500,392,412,332,NAA,17340,332,333,lolo,0.9981137766404414
<-5500,392,412,332,NAA,17340,332,333,lomed,-1
<-5500,392,412,332,NAA,17340,332,333,lohi,-1
<-5500,392,412,332,NAA,17340,332,333,medlo,0.9989812283036876
<-5500,392,412,332,NAA,17340,332,333,medmed,0.998818784146647
<-5500,392,412,332,NAA,17340,332,333,medhi,0.9980801618328202
<-5500,392,412,332,NAA,17340,332,333,hilo,0.9996415396714012
<-5500,392,412,332,NAA,17340,332,333,himed,0.9997799157272064
<-5500,392,412,332,NAA,17340,332,333,hihi,0.9998521973741552
<-5500,393,413,333,NAA,11828,333,334,lolo,0.9978914412303328
<-5500,393,413,333,NAA,11828,333,334,lomed,-1
<-5500,393,413,333,NAA,11828,333,334,lohi,-1
<-5500,393,413,333,NAA,11828,333,334,medlo,0.9986715142185788
<-5500,393,413,333,NAA,11828,333,334,medmed,0.9987684065910184
<-5500,393,413,333,NAA,11828,333,334,medhi,0.9980532611782994
<-5500,393,413,333,NAA,11828,333,334,hilo,0.9993355953333264
<-5500,393,413,333,NAA,11828,333,334,himed,0.999633454436994
<-5500,393,413,333,NAA,11828,333,334,hihi,0.9997528657018196
<-5500,394,414,334,NAA,24177,334,335,lolo,0.9977645481531032
<-5500,394,414,334,NAA,24177,334,335,lomed,-1
<-5500,394,414,334,NAA,24177,334,335,lohi,-1
<-5500,394,414,334,NAA,24177,334,335,medlo,0.9985730154997048
<-5500,394,414,334,NAA,24177,334,335,medmed,0.9986076156420912
<-5500,394,414,334,NAA,24177,334,335,medhi,0.998183553510568
<-5500,394,414,334,NAA,24177,334,335,hilo,0.9992378797832044
<-5500,394,414,334,NAA,24177,334,335,himed,0.9995963133358908
<-5500,394,414,334,NAA,24177,334,335,hihi,0.9997099928700032
<-5500,395,415,335,NAA,21440,335,336,lolo,0.9974983157360776
<-5500,395,415,335,NAA,21440,335,336,lomed,-1
<-5500,395,415,335,NAA,21440,335,336,lohi,-1
<-5500,395,415,335,NAA,21440,335,336,medlo,0.9983078917149536
<-5500,395,415,335,NAA,21440,335,336,medmed,0.9986007011326248
<-5500,395,415,335,NAA,21440,335,336,medhi,0.997827632181412
<-5500,395,415,335,NAA,21440,335,336,hilo,0.999013423275558
<-5500,395,415,335,NAA,21440,335,336,himed,0.9994592101059284
<-5500,395,415,335,NAA,21440,335,336,hihi,0.9996181142457664
<-5500,396,416,336,NAA,10278,336,337,lolo,0.9973300736094028
<-5500,396,416,336,NAA,10278,336,337,lomed,-1
<-5500,396,416,336,NAA,10278,336,337,lohi,-1
<-5500,396,416,336,NAA,10278,336,337,medlo,0.99801553391294
<-5500,396,416,336,NAA,10278,336,337,medmed,0.9984129951849658
<-5500,396,416,336,NAA,10278,336,337,medhi,0.997525172211405
<-5500,396,416,336,NAA,10278,336,337,hilo,0.9988650256021115
<-5500,396,416,336,NAA,10278,336,337,himed,0.9993278907200503
<-5500,396,416,336,NAA,10278,336,337,hihi,0.999520695482604
<-5500,397,417,337,NAA,6133,337,338,lolo,0.997211542011966
<-5500,397,417,337,NAA,6133,337,338,lomed,-1
<-5500,397,417,337,NAA,6133,337,338,lohi,-1
<-5500,397,417,337,NAA,6133,337,338,medlo,0.9978616737714462
<-5500,397,417,337,NAA,6133,337,338,medmed,0.9982513487084952
<-5500,397,417,337,NAA,6133,337,338,medhi,0.9974655364918622
<-5500,397,417,337,NAA,6133,337,338,hilo,0.998725710235324
<-5500,397,417,337,NAA,6133,337,338,himed,0.9992344745174416
<-5500,397,417,337,NAA,6133,337,338,hihi,0.9994613785787004
<-5500,398,418,338,NAA,13562,338,339,lolo,0.9971092567076484
<-5500,398,418,338,NAA,13562,338,339,lomed,-1
<-5500,398,418,338,NAA,13562,338,339,lohi,-1
<-5500,398,418,338,NAA,13562,338,339,medlo,0.99775620762413475
<-5500,398,418,338,NAA,13562,338,339,medmed,0.9980958838519868
<-5500,398,418,338,NAA,13562,338,339,medhi,0.997423760446207
<-5500,398,418,338,NAA,13562,338,339,hilo,0.99863887616686
<-5500,398,418,338,NAA,13562,338,339,himed,0.9991612444537868
<-5500,398,418,338,NAA,13562,338,339,hihi,0.9994014041444824
<-5500,399,419,339,NAA,8273,339,340,lolo,0.993597618013911
<-5500,399,419,339,NAA,8273,339,340,lomed,-1
<-5500,399,419,339,NAA,8273,339,340,lohi,-1
<-5500,399,419,339,NAA,8273,339,340,medlo,0.9946408741496876
<-5500,399,419,339,NAA,8273,339,340,medmed,0.9946197781650464
<-5500,399,419,339,NAA,8273,339,340,medhi,0.9942927922491906
<-5500,399,419,339,NAA,8273,339,340,hilo,0.9970149801813164
<-5500,399,419,339,NAA,8273,339,340,himed,0.998107848537808
<-5500,399,419,339,NAA,8273,339,340,hihi,0.9977877409777854
<-5500,400,420,340,NAA,14774,340,341,lolo,0.989422048179377
<-5500,400,420,340,NAA,14774,340,341,lomed,-1
<-5500,400,420,340,NAA,14774,340,341,lohi,-1
<-5500,400,420,340,NAA,14774,340,341,medlo,0.9906061253641046
<-5500,400,420,340,NAA,14774,340,341,medmed,0.9904992526555408
<-5500,400,420,340,NAA,14774,340,341,medhi,0.9901286547060364
<-5500,400,420,340,NAA,14774,340,341,hilo,0.9934244129361508
<-5500,400,420,340,NAA,14774,340,341,himed,0.9962847358500392
<-5500,400,420,340,NAA,14774,340,341,hihi,0.9942216330636996
<-5500,401,421,341,NAA,13209,341,342,lolo,0.9897182893735298
<-5500,401,421,341,NAA,13209,341,342,lomed,-1
<-5500,401,421,341,NAA,13209,341,342,lohi,-1
<-5500,401,421,341,NAA,13209,341,342,medlo,0.9910176702200988
<-5500,401,421,341,NAA,13209,341,342,medmed,0.9908521567468344
<-5500,401,421,341,NAA,13209,341,342,medhi,0.9904916672006544
<-5500,401,421,341,NAA,13209,341,342,hilo,0.993915461313747
<-5500,401,421,341,NAA,13209,341,342,himed,0.9963887762163314
<-5500,401,421,341,NAA,13209,341,342,hihi,0.9947186693115376
<-5500,402,422,342,NAA,5317,342,343,lolo,0.9901912751100764
<-5500,402,422,342,NAA,5317,342,343,lomed,-1
<-5500,402,422,342,NAA,5317,342,343,lohi,-1
<-5500,402,422,342,NAA,5317,342,343,medlo,0.9913556624859332
<-5500,402,422,342,NAA,5317,342,343,medmed,0.9911610578971692
<-5500,402,422,342,NAA,5317,342,343,medhi,0.9908802876166196
<-5500,402,422,342,NAA,5317,342,343,hilo,0.9944291486639868
<-5500,402,422,342,NAA,5317,342,343,himed,0.9967191028632366
<-5500,402,422,342,NAA,5317,342,343,hihi,0.9952137384712624
<-5500,403,423,343,NAA,11655,343,344,lolo,0.988664428667034
<-5500,403,423,343,NAA,11655,343,344,lomed,-1
<-5500,403,423,343,NAA,11655,343,344,lohi,-1
<-5500,403,423,343,NAA,11655,343,344,medlo,0.9883707258944436
<-5500,403,423,343,NAA,11655,343,344,medmed,0.989207983764804
<-5500,403,423,343,NAA,11655,343,344,medhi,0.9880321061932263
<-5500,403,423,343,NAA,11655,343,344,hilo,0.992406806018426
<-5500,403,423,343,NAA,11655,343,344,himed,0.9946638986399332
<-5500,403,423,343,NAA,11655,343,344,hihi,0.9937301930196102
<-5500,404,424,344,NAA,14165,344,346,lolo,0.989720572159809
<-5500,404,424,344,NAA,14165,344,346,lomed,-1
<-5500,404,424,344,NAA,14165,344,346,lohi,-1
<-5500,404,424,344,NAA,14165,344,346,medlo,0.9895047166720616
<-5500,404,424,344,NAA,14165,344,346,medmed,0.9902524173772528
<-5500,404,424,344,NAA,14165,344,346,medhi,0.9894124763854648
<-5500,404,424,344,NAA,14165,344,346,hilo,0.9934698982777436
<-5500,404,424,344,NAA,14165,344,346,himed,0.9951153217037526
<-5500,404,424,344,NAA,14165,344,346,hihi,0.9946929343113666
<-5500,405,426,346,NAA,8874,346,347,lolo,0.9910390357139292
<-5500,405,426,346,NAA,8874,346,347,lomed,-1
<-5500,405,426,346,NAA,8874,346,347,lohi,-1
<-5500,405,426,346,NAA,8874,346,347,medlo,0.9908880783161684
<-5500,405,426,346,NAA,8874,346,347,medmed,0.9915458631147998
<-5500,405,426,346,NAA,8874,346,347,medhi,0.9910635379390452
<-5500,405,426,346,NAA,8874,346,347,hilo,0.9945659831134016
<-5500,405,426,346,NAA,8874,346,347,himed,0.9955249867155944
<-5500,405,426,346,NAA,8874,346,347,hihi,0.9954559814830548
<-5500,406,427,347,NAA,11465,347,348,lolo,0.991858797987135
<-5500,406,427,347,NAA,11465,347,348,lomed,-1
<-5500,406,427,347,NAA,11465,347,348,lohi,-1
<-5500,406,427,347,NAA,11465,347,348,medlo,0.9917759442686486
<-5500,406,427,347,NAA,11465,347,348,medmed,0.9925443421844375
<-5500,406,427,347,NAA,11465,347,348,medhi,0.9922701871052416
<-5500,406,427,347,NAA,11465,347,348,hilo,0.9953549413624307
<-5500,406,427,347,NAA,11465,347,348,himed,0.995844977625844
<-5500,406,427,347,NAA,11465,347,348,hihi,0.9956111169531892
<-5500,407,428,348,NAA,8769,348,349,lolo,0.9926347783554718
<-5500,407,428,348,NAA,8769,348,349,lomed,-1
<-5500,407,428,348,NAA,8769,348,349,lohi,-1
<-5500,407,428,348,NAA,8769,348,349,medlo,0.9925023754088962
<-5500,407,428,348,NAA,8769,348,349,medmed,0.99319965958191
<-5500,407,428,348,NAA,8769,348,349,medhi,0.9930196131448568
<-5500,407,428,348,NAA,8769,348,349,hilo,0.9959609271741592
<-5500,407,428,348,NAA,8769,348,349,himed,0.996409298438919
<-5500,407,428,348,NAA,8769,348,349,hihi,0.9959054957464194
<-5500,408,429,349,NAA,8661,349,350,lolo,0.993236114012636
<-5500,408,429,349,NAA,8661,349,350,lomed,-1
<-5500,408,429,349,NAA,8661,349,350,lohi,-1
<-5500,408,429,349,NAA,8661,349,350,medlo,0.9928955511222284
<-5500,408,429,349,NAA,8661,349,350,medmed,0.9934219002631336
<-5500,408,429,349,NAA,8661,349,350,medhi,0.9934168244500796
<-5500,408,429,349,NAA,8661,349,350,hilo,0.9962488903270652
<-5500,408,429,349,NAA,8661,349,350,himed,0.9966485612488412
<-5500,408,429,349,NAA,8661,349,350,hihi,0.9960170649494248
<-5500,409,430,350,NAA,13931,350,351,lolo,0.9952885043521688
<-5500,409,430,350,NAA,13931,350,351,lomed,-1
<-5500,409,430,350,NAA,13931,350,351,lohi,-1
<-5500,409,430,350,NAA,13931,350,351,medlo,0.9946711687971964
<-5500,409,430,350,NAA,13931,350,351,medmed,0.994658877664592
<-5500,409,430,350,NAA,13931,350,351,medhi,0.9947995033869248
<-5500,409,430,350,NAA,13931,350,351,hilo,0.9945470661765768
<-5500,409,430,350,NAA,13931,350,351,himed,0.994603606224596
<-5500,409,430,350,NAA,13931,350,351,hihi,0.990222397826936
<-5500,410,431,351,NAA,13783,351,352,lolo,0.9953466826983932
<-5500,410,431,351,NAA,13783,351,352,lomed,-1
<-5500,410,431,351,NAA,13783,351,352,lohi,-1
<-5500,410,431,351,NAA,13783,351,352,medlo,0.9947392265168332
<-5500,410,431,351,NAA,13783,351,352,medmed,0.9947234938046612
<-5500,410,431,351,NAA,13783,351,352,medhi,0.9948339456445616
<-5500,410,431,351,NAA,13783,351,352,hilo,0.9945827002767008
<-5500,410,431,351,NAA,13783,351,352,himed,0.9945238274129544
<-5500,410,431,351,NAA,13783,351,352,hihi,0.9903132768005758
<-5500,411,432,352,NAA,5163,352,414,lolo,0.9906476068456662
<-5500,411,432,352,NAA,5163,352,414,lomed,-1
<-5500,411,432,352,NAA,5163,352,414,lohi,-1
<-5500,411,432,352,NAA,5163,352,414,medlo,0.9891869142061914
<-5500,411,432,352,NAA,5163,352,414,medmed,0.9893430911906014
<-5500,411,432,352,NAA,5163,352,414,medhi,0.990654303176106
<-5500,411,432,352,NAA,5163,352,414,hilo,0.9926247540184312
<-5500,411,432,352,NAA,5163,352,414,himed,0.9922376898466692
<-5500,411,432,352,NAA,5163,352,414,hihi,0.9896653188531176
<-5500,412,433,352,NAA,12134,352,353,lolo,0.9908031292232152
<-5500,412,433,352,NAA,12134,352,353,lomed,-1
<-5500,412,433,352,NAA,12134,352,353,lohi,-1
<-5500,412,433,352,NAA,12134,352,353,medlo,0.9896425299373276
<-5500,412,433,352,NAA,12134,352,353,medmed,0.9897289930429388
<-5500,412,433,352,NAA,12134,352,353,medhi,0.9910802926378524
<-5500,412,433,352,NAA,12134,352,353,hilo,0.992936433642564
<-5500,412,433,352,NAA,12134,352,353,himed,0.9931637015920588
<-5500,412,433,352,NAA,12134,352,353,hihi,0.9905198766904074
<-5500,413,434,353,NAA,20141,353,354,lolo,0.9913000554462758
<-5500,413,434,353,NAA,20141,353,354,lomed,-1
<-5500,413,434,353,NAA,20141,353,354,lohi,-1
<-5500,413,434,353,NAA,20141,353,354,medlo,0.990107595473
<-5500,413,434,353,NAA,20141,353,354,medmed,0.9902949723484494
<-5500,413,434,353,NAA,20141,353,354,medhi,0.99161221833738
<-5500,413,434,353,NAA,20141,353,354,hilo,0.9934252253094964
<-5500,413,434,353,NAA,20141,353,354,himed,0.993483152265933
<-5500,413,434,353,NAA,20141,353,354,hihi,0.9911306271901952
<-5500,414,435,354,NAA,10827,354,355,lolo,0.9894651145978348
<-5500,414,435,354,NAA,10827,354,355,lomed,-1
<-5500,414,435,354,NAA,10827,354,355,lohi,-1
<-5500,414,435,354,NAA,10827,354,355,medlo,0.9880719353023966
<-5500,414,435,354,NAA,10827,354,355,medmed,0.9882347290179015
<-5500,414,435,354,NAA,10827,354,355,medhi,0.989613777665719
<-5500,414,435,354,NAA,10827,354,355,hilo,0.991969607582209
<-5500,414,435,354,NAA,10827,354,355,himed,0.9915734583078092
<-5500,414,435,354,NAA,10827,354,355,hihi,0.9888470223527792
<-5500,415,436,355,NAA,7094,355,464,lolo,0.9861999079125424
<-5500,415,436,355,NAA,7094,355,464,lomed,-1
<-5500,415,436,355,NAA,7094,355,464,lohi,-1
<-5500,415,436,355,NAA,7094,355,464,medlo,0.9844252048455236
<-5500,415,436,355,NAA,7094,355,464,medmed,0.9845622784941792
<-5500,415,436,355,NAA,7094,355,464,medhi,0.9864845114967626
<-5500,415,436,355,NAA,7094,355,464,hilo,0.9895005067486612
<-5500,415,436,355,NAA,7094,355,464,himed,0.9888573280869708
<-5500,415,436,355,NAA,7094,355,464,hihi,0.9855731490167936
<-5500,416,437,356,NAA,20200,356,357,lolo,0.9832642882151702
<-5500,416,437,356,NAA,20200,356,357,lomed,-1
<-5500,416,437,356,NAA,20200,356,357,lohi,-1
<-5500,416,437,356,NAA,20200,356,357,medlo,0.9811968526869712
<-5500,416,437,356,NAA,20200,356,357,medmed,0.9809319755379204
<-5500,416,437,356,NAA,20200,356,357,medhi,0.983384902326174
<-5500,416,437,356,NAA,20200,356,357,hilo,0.9867645966029852
<-5500,416,437,356,NAA,20200,356,357,himed,0.9853306266467882
<-5500,416,437,356,NAA,20200,356,357,hihi,0.9813697342182264
<-5500,417,438,362,NAA,12100,362,358,lolo,0.9849263644864292
<-5500,417,438,362,NAA,12100,362,358,lomed,-1
<-5500,417,438,362,NAA,12100,362,358,lohi,-1
<-5500,417,438,362,NAA,12100,362,358,medlo,0.982987374178236
<-5500,417,438,362,NAA,12100,362,358,medmed,0.9832371940105128
<-5500,417,438,362,NAA,12100,362,358,medhi,0.9852588892786912
<-5500,417,438,362,NAA,12100,362,358,hilo,0.987985928983658
<-5500,417,438,362,NAA,12100,362,358,himed,0.9866424099282066
<-5500,417,438,362,NAA,12100,362,358,hihi,0.9826877216341668
<-5500,418,439,358,NAA,10200,358,359,lolo,0.9849904307107356
<-5500,418,439,358,NAA,10200,358,359,lomed,-1
<-5500,418,439,358,NAA,10200,358,359,lohi,-1
<-5500,418,439,358,NAA,10200,358,359,medlo,0.982986760772091
<-5500,418,439,358,NAA,10200,358,359,medmed,0.9833038795846616
<-5500,418,439,358,NAA,10200,358,359,medhi,0.985230391210036
<-5500,418,439,358,NAA,10200,358,359,hilo,0.9880170403371128
<-5500,418,439,358,NAA,10200,358,359,himed,0.9865710368609
<-5500,418,439,358,NAA,10200,358,359,hihi,0.9826367596184687
<-5500,419,440,359,NAA,14800,359,360,lolo,0.985048771621194
<-5500,419,440,359,NAA,14800,359,360,lomed,-1
<-5500,419,440,359,NAA,14800,359,360,lohi,-1
<-5500,419,440,359,NAA,14800,359,360,medlo,0.9832365271359697
<-5500,419,440,359,NAA,14800,359,360,medmed,0.983595754967894
<-5500,419,440,359,NAA,14800,359,360,medhi,0.9855299569025736
<-5500,419,440,359,NAA,14800,359,360,hilo,0.9882956895235768
<-5500,419,440,359,NAA,14800,359,360,himed,0.9867383991439032
<-5500,419,440,359,NAA,14800,359,360,hihi,0.9829984873122884
<-5500,420,441,360,NAA,5398,360,361,lolo,0.9871020340193604
<-5500,420,441,360,NAA,5398,360,361,lomed,-1
<-5500,420,441,360,NAA,5398,360,361,lohi,-1
<-5500,420,441,360,NAA,5398,360,361,medlo,0.9859818095549472
<-5500,420,441,360,NAA,5398,360,361,medmed,0.98548858332498
<-5500,420,441,360,NAA,5398,360,361,medhi,0.987479324781477
<-5500,420,441,360,NAA,5398,360,361,hilo,0.9897793746261688
<-5500,420,441,360,NAA,5398,360,361,himed,0.9887127065335726
<-5500,420,441,360,NAA,5398,360,361,hihi,0.9854895187970218
<-5500,421,442,356,NAA,10700,356,328,lolo,0.9872576967456532
<-5500,421,442,356,NAA,10700,356,328,lomed,-1
<-5500,421,442,356,NAA,10700,356,328,lohi,-1
<-5500,421,442,356,NAA,10700,356,328,medlo,0.985698439320454
<-5500,421,442,356,NAA,10700,356,328,medmed,0.9854167158302514
<-5500,421,442,356,NAA,10700,356,328,medhi,0.9878911763535828
<-5500,421,442,356,NAA,10700,356,328,hilo,0.9904367142733336
<-5500,421,442,356,NAA,10700,356,328,himed,0.9880318554363589
<-5500,421,442,356,NAA,10700,356,328,hihi,0.9849259974189252
<-5500,422,443,357,NAA,11500,357,362,lolo,0.9847715178956457
<-5500,422,443,357,NAA,11500,357,362,lomed,-1
<-5500,422,443,357,NAA,11500,357,362,lohi,-1
<-5500,422,443,357,NAA,11500,357,362,medlo,0.9829253266231988
<-5500,422,443,357,NAA,11500,357,362,medmed,0.9830216386924108
<-5500,422,443,357,NAA,11500,357,362,medhi,0.9851488689224532
<-5500,422,443,357,NAA,11500,357,362,hilo,0.9878522193228766
<-5500,422,443,357,NAA,11500,357,362,himed,0.9866490186591798
<-5500,422,443,357,NAA,11500,357,362,hihi,0.9826363036679612
<-5500,423,444,227,NAA,12631,227,329,lolo,0.9845512380937
<-5500,423,444,227,NAA,12631,227,329,lomed,-1
<-5500,423,444,227,NAA,12631,227,329,lohi,-1
<-5500,423,444,227,NAA,12631,227,329,medlo,0.9821660143666118
<-5500,423,444,227,NAA,12631,227,329,medmed,0.9825721146607485
<-5500,423,444,227,NAA,12631,227,329,medhi,0.9851530046495778
<-5500,423,444,227,NAA,12631,227,329,hilo,0.9879401970245624
<-5500,423,444,227,NAA,12631,227,329,himed,0.9860545184125604
<-5500,423,444,227,NAA,12631,227,329,hihi,0.9826130016255652
<-5500,424,445,329,NAA,9098,329,366,lolo,0.9855946931504797
<-5500,424,445,329,NAA,9098,329,366,lomed,-1
<-5500,424,445,329,NAA,9098,329,366,lohi,-1
<-5500,424,445,329,NAA,9098,329,366,medlo,0.9837448295985548
<-5500,424,445,329,NAA,9098,329,366,medmed,0.9837859524296289
<-5500,424,445,329,NAA,9098,329,366,medhi,0.9862529140622712
<-5500,424,445,329,NAA,9098,329,366,hilo,0.9889504174755844
<-5500,424,445,329,NAA,9098,329,366,himed,0.9874646823192056
<-5500,424,445,329,NAA,9098,329,366,hihi,0.9842445987742668
<-5500,425,447,238,NAA,10900,238,363,lolo,0.9832203457517186
<-5500,425,447,238,NAA,10900,238,363,lomed,-1
<-5500,425,447,238,NAA,10900,238,363,lohi,-1
<-5500,425,447,238,NAA,10900,238,363,medlo,0.9811068159143392
<-5500,425,447,238,NAA,10900,238,363,medmed,0.981384375404646
<-5500,425,447,238,NAA,10900,238,363,medhi,0.9839274609631716
<-5500,425,447,238,NAA,10900,238,363,hilo,0.9866118504232956
<-5500,425,447,238,NAA,10900,238,363,himed,0.985019514023567
<-5500,425,447,238,NAA,10900,238,363,hihi,0.980745200951438
<-5500,426,448,363,NAA,8200,363,365,lolo,0.98322872746909
<-5500,426,448,363,NAA,8200,363,365,lomed,-1
<-5500,426,448,363,NAA,8200,363,365,lohi,-1
<-5500,426,448,363,NAA,8200,363,365,medlo,0.9817858126853938
<-5500,426,448,363,NAA,8200,363,365,medmed,0.981567010359562
<-5500,426,448,363,NAA,8200,363,365,medhi,0.9840296595168926
<-5500,426,448,363,NAA,8200,363,365,hilo,0.9871472926639634
<-5500,426,448,363,NAA,8200,363,365,himed,0.9856639543874912
<-5500,426,448,363,NAA,8200,363,365,hihi,0.9813592818575184
<-5500,427,449,364,NAA,7000,364,365,lolo,0.9953482011290106
<-5500,427,449,364,NAA,7000,364,365,lomed,-1
<-5500,427,449,364,NAA,7000,364,365,lohi,-1
<-5500,427,449,364,NAA,7000,364,365,medlo,0.9956806541072732
<-5500,427,449,364,NAA,7000,364,365,medmed,0.9956607384560038
