channel_id,channel_number,node,lolo,lomed,lohi,medlo,medmed,medhi,hilo,himed,hihi
0,1,1,0.9979989670585031,0.9995371715016426,0.9993416943626409,0.999029709188846,0.999243179438409,0.9979090609452965,0.9968330450777565,0.9992917870700204,0.9999161646640521
1,2,2,0.9829952882173443,0.9926775475676772,0.9956397454176784,0.9899445697903165,0.9888539654874773,0.9857932297264852,0.970119103041344,0.9920589786922437,0.9995931856276481
2,3,3,0.9573672513279902,0.9818917548359631,0.9886562527165341,0.9789032888933462,0.9746483991623971,0.9686439676931295,0.9357263674598065,0.9842496285783385,0.998542264955088
3,4,4,0.9384644620993049,0.9721246461865869,0.9833323990464157,0.9653877987968177,0.9662277531262813,0.966566597466293,0.9324680902128765,0.9712945458305501,0.993969455772141
4,5,5,0.8958023385374193,0.9560013054059103,0.9678962331564435,0.9432016323901692,0.9430376826327426,0.9297155234759342,0.8877716412826108,0.9521501688890117,0.9913235995309292
5,6,6,0.888004856052787,0.941308508597857,0.9503102744731549,0.922432187326887,0.935946880322576,0.9167244541424262,0.8755249005723784,0.93491176245168,0.9836919618695236
6,7,7,0.879121897026152,0.9344624183725517,0.9434324910634128,0.9132345950014324,0.930217928302232,0.9072282148073031,0.8649559073397426,0.9301705727819672,0.9803943038473178
7,8,8,0.8037078969348529,0.8652643604070688,0.8741306413906726,0.8253277944251892,0.83938671928391,0.8188876386697986,0.7772664744726712,0.7939737888190301,0.9010534831465273
8,9,9,0.8279173481267822,0.8760345938029565,0.8938436199856602,0.8469126699207434,0.8572802077975336,0.8481980504818668,0.8080074811681359,0.8136776158397582,0.909835889914045
9,10,10,0.8507434936029699,0.8909292503474096,0.9094698304496904,0.8695174095519675,0.8752018476628827,0.8673014599298952,0.835411365412931,0.8354664952678819,0.9196056543225584
10,11,11,0.8677804581780151,0.9026540646457534,0.9217482965996144,0.8865112504884722,0.8878391585038444,0.8851642792209755,0.8544953940927649,0.8526352420845649,0.9257878705750452
11,12,12,0.8884249672721493,0.9143501142231789,0.9327682898333176,0.9039277657920322,0.9044185434952784,0.8986504693852376,0.8725700928371736,0.8722996255645236,0.935955021063517
12,13,13,0.8997893672134633,0.9225741739315193,0.9401504033572624,0.91270179632734,0.9145347121821331,0.9037622710007057,0.882519357641794,0.8847677308751413,0.9413248122895599
13,14,14,0.9075636877126605,0.9292906292421163,0.9464894386533124,0.9191268704246696,0.9219732835054849,0.9113744924792941,0.8925204211502039,0.8949641079836325,0.94712651271293
14,15,15,0.9124632703366373,0.9339823270913331,0.9511023956901729,0.9233436847439832,0.9263915545857613,0.9197636611468966,0.8999073464418956,0.9011408940832696,0.9510804534386762
15,16,16,0.9229028735839019,0.9423989557300335,0.9592610497366838,0.9324266194871812,0.9353368811346571,0.9346032573713698,0.9123325206460516,0.9142932289254941,0.9569334851473862
16,17,17,0.9999999999999962,0.9999994423077307,0.999998357112397,0.9999999999996319,0.9999997782377935,0.9999999671031583,0.9999999953648235,0.999998537917871,0.9999867990586936
17,18,18,0.9440373322512252,0.958875754464346,0.9731726386018704,0.9504591938054491,0.9525178014979852,0.9591402707995503,0.9330227077042119,0.9364810446846544,0.9700257847742835
18,19,19,0.949339917155802,0.9626982248769987,0.9749845814060285,0.9543113025789713,0.9574638406674546,0.9629058930523614,0.9382038577668173,0.9424275832592138,0.9723410890414221
19,20,20,0.9547734448467861,0.9668077571594469,0.9764460745756044,0.9583171482636513,0.9623475534618772,0.9660166968148105,0.9437433356086993,0.9486322275204951,0.974495986075431
20,21,21,0.9608635876235814,0.9708459789094438,0.9776158576952797,0.9622294965951731,0.9671769341058096,0.9687165310993955,0.9497835929720826,0.9564763862909819,0.9777429980091257
