channel_id,channel_number,node,lolo,lomed,lohi,medlo,medmed,medhi,hilo,himed,hihi
0,1,1,0.9999986451658373,-1,-1,0.9999976447199042,0.999992018140603,0.9999990901121515,0.9999847780557989,0.9999881371668277,0.9999857137927256
1,2,2,0.9999968475549215,-1,-1,0.999994901406944,0.9999902605148991,0.9999952340406207,0.9999848925034095,0.9999790821936606,0.9999617321058397
2,3,3,0.999997978209361,-1,-1,0.9999875841939451,0.9999831773409852,0.9999957500502984,0.9999838857688818,0.9999823266101463,0.9999713727152686
3,4,4,0.9999818401287685,-1,-1,0.9999694692073663,0.9999761680118957,0.9999920416844225,0.99995943358306,0.9999738680071922,0.9999729999480913
4,5,5,0.9999874690799495,-1,-1,0.9999787456615498,0.9999719252169076,0.9999895635294481,0.9999703060625874,0.999971240043788,0.9999539642776025
5,6,6,0.9999629508260767,-1,-1,0.9999348424772256,0.9999584424960729,0.999981010995649,0.9999367138123394,0.9999561493399051,0.9999549156228802
6,7,7,0.9999607706379979,-1,-1,0.9999291786088799,0.9999584139190688,0.9999757620907168,0.9999336921345767,0.9999503471933947,0.9999384867835444
7,8,8,0.9999392027935734,-1,-1,0.9998996282199769,0.9999411955236155,0.9999503544074262,0.9999065428883975,0.9999332689306503,0.9999372525223451
8,9,9,0.9999110580024542,-1,-1,0.9998381839404473,0.9999131551311685,0.9999171203707086,0.999867126839664,0.9998917727814036,0.9998920038978848
9,10,10,0.999927280519145,-1,-1,0.9998498072435779,0.9999131794928764,0.9999115221378031,0.9998739720385059,0.9999033236289226,0.9998892983297112
10,11,11,0.9999238999413971,-1,-1,0.9998475414302117,0.9999142188328012,0.9999063663616328,0.9998672525116591,0.9999015131175244,0.9998881302376705
11,12,12,0.9999158126678231,-1,-1,0.999835242464009,0.9999017992492719,0.999897723692181,0.9998641399141126,0.9998898387350557,0.9998694185383102
12,13,13,0.999924277600565,-1,-1,0.9998630454030066,0.9999096899019574,0.9999003445126047,0.9998822482965807,0.9998966845142762,0.9998761102132468
13,14,14,0.9999402242391189,-1,-1,0.9998903833634851,0.9999234726449228,0.9999165963831406,0.9998967978870459,0.999916323450021,0.9998938318505863
14,15,15,0.9999339309204756,-1,-1,0.9998934070237967,0.9999282916218667,0.9999096502257765,0.999898585772421,0.9999116518978914,0.9998917292464304
