channel_id,channel_number,node,lolo,lomed,lohi,medlo,medmed,medhi,hilo,himed,hihi
0,1,1,0.9994642966227547,0.9996548187152487,0.999956211364769,0.9850883863496765,0.9997956685339947,0.9998162238122865,-1,0.9997745561899787,0.9999431084289392
1,2,2,0.9907832111285778,0.9954971074880785,0.999755396748504,0.9597801444394646,0.9959291100350077,0.9981344638911941,-1,0.9952133390001222,0.9998337785477165
2,3,3,0.9787887204017196,0.9889403676182449,0.9989571269265363,0.9327704014927426,0.9900038688644177,0.9941861019377295,-1,0.9869792530486214,0.9995004837446736
3,4,4,0.9788196021245102,0.9815352508381204,0.9942310338391721,0.9552762186828043,0.9889338585585622,0.9889803883903685,-1,0.9797300632505918,0.99709340665135
4,5,5,0.9651337170725827,0.9663925163772042,0.9910348259551452,0.932886566980444,0.9815026705761389,0.9785307678542483,-1,0.9626218137730101,0.9907575656385482
5,6,6,0.9489030150559061,0.9567645020692239,0.9793202933609854,0.9367780382491039,0.9717021020683012,0.9702660846478276,-1,0.9660819524372817,0.9865108706856356
6,7,7,0.9428735934033359,0.9537972315924912,0.9739346123701582,0.933132356223807,0.9693813426912083,0.9648326089307623,-1,0.9667701603718433,0.9855760565011233
7,8,8,0.8906051307532841,0.8871791291200488,0.886966245072381,0.9089837019494816,0.8995076280571714,0.8633276335137242,-1,0.9159026381648223,0.9402422052255013
8,9,9,0.9029435841557589,0.902797685502015,0.9024164411012092,0.9199730800314927,0.9074016542814565,0.8855103195891816,-1,0.9245921327048974,0.9506913504358492
9,10,10,0.9148414543875175,0.9144895250925504,0.9166845872596411,0.9279502152547316,0.9163578096479421,0.9021148127622414,-1,0.9325879737890388,0.9572559745317782
10,11,11,0.9249178506200786,0.9238990834923628,0.9270675906543366,0.9351822256582604,0.9246247344355223,0.9133825675374662,-1,0.9388711346528411,0.9617700477335394
11,12,12,0.9351626608696502,0.9324269109280897,0.9375300041239059,0.9434579870703695,0.9339606164585587,0.9244252363932023,-1,0.9442538920315167,0.9674913456978657
12,13,13,0.9413036650980593,0.9375111050269843,0.9439676633952222,0.9475308436434448,0.9397724766659286,0.9314231719328282,-1,0.948423524936401,0.970634089112131
13,14,14,0.9460783507364309,0.9422718518709742,0.9489766061265141,0.9514345161892291,0.9448626472016219,0.9376004658243545,-1,0.9522278530203092,0.9729859704637908
14,15,15,0.9493202521149519,0.9458716776071736,0.952419033764398,0.9536662665879445,0.9484548380166666,0.9421693097616359,-1,0.9550894533271452,0.9742334335727313
