channel_id,channel_number,node,lolo,lomed,lohi,medlo,medmed,medhi,hilo,himed,hihi
0,1,1,0.9999957565428561,0.9999953203506929,0.9999817113932682,0.9999994673028748,0.9999905726539559,0.9999860414002285,0.9999975865127525,0.9999954584547487,0.9999838644706067
1,2,2,0.9999975712521517,0.9999948815536193,0.9999723052586551,0.9999963122097835,0.9999916638357137,0.9999657099995661,0.9999959636360023,0.9999881072804694,0.9999642643852122
2,3,3,0.9999944275817023,0.9999883825096855,0.9999722755983043,0.9999975754143379,0.9999914593346888,0.9999694847796986,0.9999931356958647,0.9999886959220523,0.9999632901206756
3,4,4,0.9999840574688589,0.999986155782854,0.9999811420186907,0.9999835366224666,0.9999784264176352,0.9999715912734446,0.9999766829784484,0.9999695329560178,0.9999746508688525
4,5,5,0.999989844310092,0.9999830908746149,0.9999711672887354,0.9999881383811481,0.9999782936326814,0.9999524647235459,0.999983236731069,0.9999716225276283,0.999967138192836
5,6,6,0.9999722666754198,0.999961022406174,0.9999669185431437,0.9999703431261753,0.9999434604060109,0.9999411897776342,0.999954828368621,0.999921987375749,0.999961774099223
6,7,7,0.9999651864277477,0.999959338303573,0.9999511373220457,0.9999663140628156,0.9999448878200006,0.999937518338641,0.9999513076501608,0.9999282924860894,0.999952417560472
7,8,8,0.9999498970154684,0.9999439291984725,0.999956832787352,0.9999558043264181,0.9999522874582255,0.999951868981685,0.9999353614029227,0.9999496326156819,0.9999578847571133
8,9,9,0.9999296509804593,0.9999150309301335,0.9999303333691015,0.9999247441319901,0.9999262722210377,0.99992746831567,0.9998869776910779,0.9999169521321886,0.9999325623819951
9,10,10,0.9999284659035254,0.9999227563118626,0.9999309811194325,0.9999274017182672,0.9999275437379641,0.999925819781579,0.9999072057983507,0.999921187966122,0.9999256352296089
10,11,11,0.9999353914660676,0.9999083194937816,0.9999203539109022,0.9999322456650672,0.9999391352245925,0.9999122503077416,0.9998953404829738,0.9999233977118575,0.9999175299854605
11,12,12,0.9999273605532627,0.9999050639782893,0.9999052445474021,0.9999162598143128,0.9999297106671685,0.9998962540145077,0.9998891960903278,0.9999118655086363,0.9998958396883839
12,13,13,0.9999373565247303,0.9999070674962295,0.9999117092990225,0.9999362703299759,0.9999404902630996,0.9998945217941849,0.9999031991817426,0.999920108024659,0.9998982150721237
13,14,14,0.9999473283685774,0.999929000678744,0.999922377004259,0.9999397823963259,0.9999476403619872,0.9999174187029976,0.999918624373061,0.9999285571077151,0.9999204771137248
14,15,15,0.9999404531892524,0.9999210620826771,0.9999162755378564,0.9999399902679685,0.9999406908169968,0.999908868164954,0.9999141594102201,0.9999309588281835,0.9999139967948604
15,16,16,0.9999469377384435,0.9999430293808549,0.999922960094333,0.9999412100170711,0.9999566174093999,0.9999333416843674,0.999936368161856,0.9999434783674621,0.9999196259341521
16,17,17,0.9999999999346063,0.999999998410426,0.9999928240161227,0.9999999999926559,0.9999998859817514,0.9999909077781383,0.9999987395442429,0.999999996463187,0.9999894089367241
