channel_id,channel_number,node,lolo,lomed,lohi,medlo,medmed,medhi,hilo,himed,hihi
0,1,1,0.9990120165199097,0.9996521497986048,0.9999262670162818,0.9978547637693007,0.9995556559929449,0.9999704942628148,0.9970600479748716,0.9993122687261747,0.9999547899649208
1,2,2,0.9828513904937936,0.9928482752698454,0.9995222829259347,0.9840031856979159,0.9934724732072931,0.9998253112534656,0.9672607872669128,0.9918186403539204,0.9997751879339258
2,3,3,0.9625443488761745,0.9797883965735981,0.9979807710909867,0.9710581756543444,0.9825095160859366,0.9992698444428832,0.9306241411399585,0.9817882564184477,0.9992087709557882
3,4,4,0.968908971883418,0.9605369470027144,0.98769898669494,0.951106505125396,0.977605089836582,0.9942572910175254,0.9617575690042497,0.9782738001270959,0.9964255469971234
4,5,5,0.9462501479176415,0.9338173181157752,0.9830942911108496,0.9120366786220341,0.9639553383102976,0.9913041225663707,0.9276886353330379,0.9586108855227905,0.9905260137393322
5,6,6,0.9276741927614008,0.9330715002485778,0.9672295778105635,0.9040485914379667,0.9423987800364135,0.9800769933479465,0.91489248056806,0.9513362874365037,0.9879270196584968
6,7,7,0.9187306911363438,0.927751597057241,0.9622232587857322,0.8961245371492721,0.9388794127576645,0.9754072349434469,0.9066349858099522,0.9470265465754374,0.9873314333243739
7,8,8,0.8518693860950054,0.866172486103306,0.9245388107545239,0.8129472416587619,0.8341103363260552,0.8897165573781183,0.8372118718932163,0.8419982108725088,0.9083123150282938
8,9,9,0.8678700970731983,0.8797671732528001,0.9336022740517512,0.8372374819011313,0.8531210166358612,0.9030894284052265,0.8606547613911,0.8575608550985658,0.9160078651391799
9,10,10,0.8843786865014255,0.894231970275951,0.9429387475632061,0.8568186099673543,0.8688410172296648,0.9159970023736844,0.8742812129381987,0.872399204321371,0.9276354672573518
10,11,11,0.8975810654840256,0.9061017296230729,0.9496914986035985,0.8730017906486623,0.881781294903361,0.925723309409997,0.8864556100611881,0.8833226397881859,0.9363282380592034
11,12,12,0.9126055534109556,0.915761345510598,0.9572704987087887,0.8890049462076139,0.8968492992660367,0.9373509776296982,0.8982779701042539,0.8969844405216193,0.947377168823137
12,13,13,0.9208688637628357,0.9232082012113204,0.9623931299124197,0.8986087428356956,0.9048234947887295,0.9431052302603834,0.9062799091349417,0.9048522541015305,0.9541542818352006
13,14,14,0.9276036894530064,0.9310646569423087,0.9670496196116346,0.9068058680206599,0.9116449751779424,0.947089968752214,0.9136458463174972,0.9117386733089604,0.9580810155115774
14,15,15,0.9313798994726459,0.9351824785504134,0.9707735112849234,0.9119032784303291,0.917154534283371,0.9510161691631512,0.9177036909692735,0.916708627179698,0.9605039668169163
15,16,16,0.9398140348633615,0.9440497977651401,0.9775106889546461,0.9226169083084999,0.9277652622364052,0.9578984083621768,0.9277859293087798,0.9269168638403121,0.9665756723879595
16,17,17,0.9999999999346063,0.999999998410426,0.9999928240161227,0.9999999999926559,0.9999998859817514,0.9999909077781383,0.9999987395442429,0.999999996463187,0.9999894089367241
17,18,18,0.9559752108269177,0.9587836542158668,0.9821345707444565,0.943381712224647,0.9475580955277203,0.9700387134991673,0.9480796128528184,0.9471964177801597,0.9755069096661078
18,19,19,0.960297030653586,0.9625953009689753,0.9824323356899292,0.9487698015595573,0.952603410046234,0.9728564822535325,0.9530865349600173,0.9520064308782618,0.977147405130499
19,20,20,0.964594777091899,0.9665867100873157,0.9831265171964305,0.9542416141419741,0.957384811649497,0.9749905396937759,0.9581093678698753,0.9568300551692837,0.9781460504015455
20,21,21,0.9694308956862585,0.9706406394793378,0.983612876328559,0.9599349496684223,0.9624026000516425,0.9765237171734616,0.9630889421152353,0.961980294339668,0.9790116907056294
21,22,22,0.9734103298823994,0.9741207207827486,0.9839975949787203,0.964814944742578,0.9667858612162705,0.9777040432180361,0.9673688283937524,0.9665186241706594,0.9781783133170409
22,23,23,0.9763436983558794,0.9767682066385981,0.9835449258386179,0.9686300194742425,0.9701422827965833,0.9780413815486522,0.970795097368035,0.9701273869682342,0.9766197486191288
23,24,24,0.9798806819004168,0.9839395991569229,0.9788613564240959,0.9798350132428388,0.9793484300388735,0.9766196603140098,0.98130355765385,0.9802572760824388,0.9711703204132853
24,25,25,0.9826994178870263,0.9849088298528843,0.978169401753193,0.9816778277734128,0.9801049427763701,0.9753387304856084,0.9831893822846082,0.9809599213239022,0.9688717407346956
